Year,Lag1,Lag2,Lag3,Lag4,Lag5,Volume,Today,Direction,ID,Shard
2004,0.205,0.014,1.24,0.169,-0.181,1.0275,-0.309,Down,747,3
2004,-0.309,0.205,0.014,1.24,0.169,1.1532,1.24,Up,748,3
2004,1.24,-0.309,0.205,0.014,1.24,1.5782,0.129,Up,749,3
2004,0.129,1.24,-0.309,0.205,0.014,1.4945,0.237,Up,750,3
2004,0.237,0.129,1.24,-0.309,0.205,1.7049,0.496,Up,751,3
2004,0.496,0.237,0.129,1.24,-0.309,1.8684,-0.889,Down,752,3
2004,-0.889,0.496,0.237,0.129,1.24,1.7207,0.479,Up,753,3
2004,0.479,-0.889,0.496,0.237,0.129,1.5102,-0.533,Down,754,3
2004,-0.533,0.479,-0.889,0.496,0.237,1.5959,0.829,Up,755,3
2004,0.829,-0.533,0.479,-0.889,0.496,1.5146,0.135,Up,756,3
2004,0.135,0.829,-0.533,0.479,-0.889,1.695,0.687,Up,757,3
2004,0.687,0.135,0.829,-0.533,0.479,1.7211,-0.093,Down,758,3
2004,-0.093,0.687,0.135,0.829,-0.533,1.6982,0.777,Up,759,3
2004,0.777,-0.093,0.687,0.135,0.829,1.7576,-0.321,Down,760,3
2004,-0.321,0.777,-0.093,0.687,0.135,1.6937,-0.209,Down,761,3
2004,-0.209,-0.321,0.777,-0.093,0.687,1.5612,1.211,Up,762,3
2004,1.211,-0.209,-0.321,0.777,-0.093,1.4806,-0.98,Down,763,3
2004,-0.98,1.211,-0.209,-0.321,0.777,1.6731,-1.361,Down,764,3
2004,-1.361,-0.98,1.211,-0.209,-0.321,1.842,0.499,Up,765,3
2004,0.499,-1.361,-0.98,1.211,-0.209,1.9219,-0.263,Down,766,3
2004,-0.263,0.499,-1.361,-0.98,1.211,1.635,0.365,Up,767,3
2004,0.365,-0.263,0.499,-1.361,-0.98,1.5992,0.068,Up,768,3
2004,0.068,0.365,-0.263,0.499,-1.361,1.4769,-0.837,Down,769,3
2004,-0.837,0.068,0.365,-0.263,0.499,1.6348,0.184,Up,770,3
2004,0.184,-0.837,0.068,0.365,-0.263,1.5666,1.256,Up,771,3
2004,1.256,0.184,-0.837,0.068,0.365,1.4776,-0.258,Down,772,3
2004,-0.258,1.256,0.184,-0.837,0.068,1.3035,0.503,Up,773,3
2004,0.503,-0.258,1.256,0.184,-0.837,1.4039,1.067,Up,774,3
2004,1.067,0.503,-0.258,1.256,0.184,1.6993,-0.488,Down,775,3
2004,-0.488,1.067,0.503,-0.258,1.256,1.4643,-0.547,Down,776,3
2004,-0.547,-0.488,1.067,0.503,-0.258,1.3292,0.976,Up,777,3
2004,0.976,-0.547,-0.488,1.067,0.503,1.3965,-0.447,Down,778,3
2004,-0.447,0.976,-0.547,-0.488,1.067,1.3824,-0.413,Down,779,3
2004,-0.413,-0.447,0.976,-0.547,-0.488,1.5628,-0.257,Down,780,3
2004,-0.257,-0.413,-0.447,0.976,-0.547,1.4796,-0.273,Down,781,3
2004,-0.273,-0.257,-0.413,-0.447,0.976,1.3804,-0.167,Down,782,3
2004,-0.167,-0.273,-0.257,-0.413,-0.447,1.5436,0.402,Up,783,3
2004,0.402,-0.167,-0.273,-0.257,-0.413,1.3607,0.108,Up,784,3
2004,0.108,0.402,-0.167,-0.273,-0.257,1.3839,0.003,Up,785,3
2004,0.003,0.108,0.402,-0.167,-0.273,1.5404,0.963,Up,786,3
2004,0.963,0.003,0.108,0.402,-0.167,1.4971,-0.594,Down,787,3
2004,-0.594,0.963,0.003,0.108,0.402,1.476,0.168,Up,788,3
2004,0.168,-0.594,0.963,0.003,0.108,1.3345,0.334,Up,789,3
2004,0.334,0.168,-0.594,0.963,0.003,1.2658,0.172,Up,790,3
2004,0.172,0.334,0.168,-0.594,0.963,1.3982,-0.835,Down,791,3
2004,-0.835,0.172,0.334,0.168,-0.594,1.2544,-0.577,Down,792,3
2004,-0.577,-0.835,0.172,0.334,0.168,1.4994,-1.463,Down,793,3
2004,-1.463,-0.577,-0.835,0.172,0.334,1.6484,-1.522,Down,794,3
2004,-1.522,-1.463,-0.577,-0.835,0.172,1.8899,1.246,Up,795,3
2004,1.246,-1.522,-1.463,-0.577,-0.835,1.3885,-1.435,Down,796,3
2004,-1.435,1.246,-1.522,-1.463,-0.577,1.6006,0.562,Up,797,3
2004,0.562,-1.435,1.246,-1.522,-1.463,1.5007,1.175,Up,798,3
2004,1.175,0.562,-1.435,1.246,-1.522,1.4901,-0.127,Down,799,3
2004,-0.127,1.175,0.562,-1.435,1.246,1.3692,-1.117,Down,800,3
